iter	RMSE
327	13.97413203
328	13.95030051
329	13.94192667
330	13.9316445
331	13.91306202
332	13.89935435
333	13.88353336
334	13.88170993
335	13.85670939
336	13.85120668
337	13.84530458
338	13.82823545
339	13.81920517
340	13.81732392
341	13.79783394
342	13.77026391
343	13.76018733
344	13.75824861
345	13.74629554
346	13.72840057
347	13.72299239
348	13.70344429
349	13.70179582
350	13.68844032
351	13.67681366
352	13.66169857
353	13.65128933
354	13.64215812
355	13.62344649
356	13.62184373
357	13.61074659
358	13.59348885
359	13.57249802
360	13.56702379
361	13.54626718
362	13.53140482
363	13.51568093
364	13.48665595
365	13.47390949
366	13.45759711
367	13.44434781
368	13.4348129
369	13.42551929
370	13.41331941
371	13.40076592
372	13.37569989
373	13.35247455
374	13.33501608
375	13.33075071
376	13.32391923
377	13.30959813
378	13.27990173
379	13.27220749
380	13.26045656
381	13.25826191
382	13.25370808
383	13.22912275
384	13.22220679
385	13.21504193
386	13.21024472
387	13.20550714
388	13.19639191
389	13.18146475
390	13.1716092
391	13.15156677
392	13.13763207
393	13.12408045
394	13.10688914
395	13.09614186
396	13.08262555
397	13.07228891
398	13.0634669
399	13.06187802
400	13.04382467
401	13.03748172
402	13.02457353
403	13.01219718
404	12.99999412
405	12.99106088
406	12.9642002
407	12.95817771
408	12.95385277
409	12.9389558
410	12.92688879
411	12.89514663
412	12.88129647
413	12.87030978
414	12.8483593
415	12.83419967
416	12.82901561
417	12.82559583
418	12.8143882
419	12.80869669
420	12.79310363
421	12.78928473
422	12.76669123
423	12.74866712
424	12.73748516
425	12.71710694
426	12.70134594
427	12.69177039
428	12.68082139
429	12.66147665
430	12.65340652
431	12.64867489
432	12.62099837
433	12.60049892
434	12.59656744
435	12.59281678
436	12.58979068
437	12.57679602
438	12.55707831
439	12.54366248
440	12.53553293
441	12.52665675
442	12.51060487
443	12.49611422
444	12.47054068
445	12.46759826
446	12.46066218
447	12.45272398
448	12.44359191
449	12.42786154
450	12.40784502
451	12.40440531
452	12.3944297
453	12.38739019
454	12.38311491
455	12.37833257
456	12.36154143
457	12.34829415
458	12.32477328
459	12.30735964
460	12.29476642
461	12.2844456
462	12.27314691
463	12.25273353
464	12.24249054
465	12.2348484
466	12.22322555
467	12.21443243
468	12.20767663
469	12.20413418
470	12.18267975
471	12.17714573
472	12.16227331
473	12.1503888
474	12.14761524
475	12.13097677
476	12.12060859
477	12.11382238
478	12.09611998
479	12.08245166
480	12.07378897
481	12.06760277
482	12.04782366
483	12.03573013
484	12.02344422
485	12.0096679
486	11.99009496
487	11.97094418
488	11.95994007
489	11.95440454
490	11.94268838
491	11.93985683
492	11.9242867
493	11.91125801
494	11.89893741
495	11.89023757
496	11.87582611
497	11.8671304
498	11.85679144
499	11.84063642
500	11.83278425
501	11.82442859
502	11.81570053
503	11.79575496
504	11.79306419
505	11.77035553
506	11.76177179
507	11.75512128
508	11.7453638
509	11.73788857
510	11.72675049
511	11.71585353
512	11.69895981
513	11.68095619
514	11.67811591
515	11.66936274
516	11.66715895
517	11.66391442
518	11.64977987
519	11.64083105
520	11.63322661
521	11.6264139
522	11.6173032
523	11.61445793
524	11.6094705
525	11.59201898
526	11.57201122
527	11.56892346
528	11.55881064
529	11.54398842
530	11.53882549
531	11.53137997
532	11.52235063
533	11.50583571
534	11.49387854
535	11.48055773
536	11.47262112
537	11.46796215
538	11.46113222
539	11.45834101
540	11.44704338
541	11.44219569
542	11.43738749
543	11.43469834
544	11.41125393
545	11.39663881
546	11.38555923
547	11.37426525
548	11.36711756
549	11.36351499
550	11.3532049
551	11.35023994
552	11.34750914
553	11.34288953
554	11.33399224
555	11.32706044
556	11.32566618
557	11.31126552
558	11.29629768
559	11.28387223
560	11.27434528
561	11.26206651
562	11.2457241
563	11.23959811
564	11.23693702
565	11.22982682
566	11.21988035
567	11.21671189
568	11.20683726
569	11.20019048
570	11.19053279
571	11.17779846
572	11.15342856
573	11.14001117
574	11.13798286
575	11.12849032
576	11.10779942
577	11.0953038
578	11.08752798
579	11.08004234
580	11.07606319
581	11.07381179
582	11.06321548
583	11.05886812
584	11.05125396
585	11.04001227
586	11.02628106
587	11.00339577
588	10.99697995
589	10.9926343
590	10.9832197
591	10.9810496
592	10.97201829
593	10.95935485
594	10.94058243
595	10.92830437
596	10.91836498
597	10.91169744
598	10.90866344
599	10.89970178
600	10.89756282
601	10.88786525
602	10.87810032
603	10.87646866
604	10.8659396
605	10.85724148
606	10.85161569
607	10.84017079
608	10.81872342
609	10.80999235
610	10.79628798
611	10.77742223
612	10.77486076
613	10.76458895
614	10.7457417
615	10.73760675
616	10.71709667
617	10.70982958
618	10.70503517
619	10.69310136
620	10.68797415
621	10.68518627
622	10.67509081
623	10.66785749
624	10.65546254
625	10.63910044
626	10.62559262
627	10.62129838
628	10.6094184
629	10.60712364
630	10.60429044
631	10.59534821
632	10.5945125
633	10.59218922
634	10.57642863
635	10.57082425
636	10.56142504
637	10.55041479
638	10.54425321
639	10.53733292
640	10.53264299
641	10.52002894
642	10.51682143
643	10.50100985
644	10.49166407
645	10.47284662
646	10.46064175
647	10.45563708
648	10.43706508
649	10.42950596
650	10.41572519
651	10.40562759
652	10.39197466
653	10.37526691
654	10.34963555
655	10.34098483
656	10.33593084
657	10.32743307
658	10.32450479
659	10.32181921
660	10.3129518
661	10.31089905
662	10.29507757
663	10.29198348
664	10.28888958
665	10.27941052
666	10.27732001
667	10.26796913
668	10.24686453
669	10.24443715
670	10.24072288
671	10.23821818
672	10.2299442
673	10.22493472
674	10.21588867
675	10.20318738
676	10.20096298
677	10.19114359
678	10.18237153
679	10.17979534
680	10.17335259
681	10.16849704
682	10.14876264
683	10.13547774
684	10.12899606
685	10.11962518
686	10.11102126
687	10.10647119
688	10.09468495
689	10.09301437
690	10.09177566
691	10.08597226
692	10.07959535
693	10.06538908
694	10.05437699
695	10.043924
696	10.04147778
697	10.03792926
698	10.01994034
699	10.00456881
700	9.99188953
701	9.982398906
702	9.980611837
703	9.968717811
704	9.96016966
705	9.953159547
706	9.939001875
707	9.926252511
708	9.917108382
709	9.913408359
710	9.910602528
711	9.897037014
712	9.886879443
713	9.885100252
714	9.875480751
715	9.85976198
716	9.848121857
717	9.833419398
718	9.820612851
719	9.805855897
720	9.794975353
721	9.79012782
722	9.775425213
723	9.766010221
724	9.751727663
725	9.740842984
726	9.735119989
727	9.722684644
728	9.71902386
729	9.710521698
730	9.709350626
731	9.703115162
732	9.68833089
733	9.682598345
734	9.680430501
735	9.66448879
736	9.653060243
737	9.645260983
738	9.639862172
739	9.638431259
740	9.625731968
741	9.610137734
742	9.603411599
743	9.595232088
744	9.593078438
745	9.583725346
746	9.581565203
747	9.579658188
748	9.564957945
749	9.556564224
750	9.551316148
751	9.544151516
752	9.542756299
753	9.537952315
754	9.526029042
755	9.518269787
756	9.513322833
757	9.511046496
758	9.495314865
759	9.493318525
760	9.488809164
761	9.479496222
762	9.478035113
763	9.468169284
764	9.455501918
765	9.450511711
766	9.440893198
767	9.435175016
768	9.430597455
769	9.425006844
770	9.420676599
771	9.412045565
772	9.410856578
773	9.401826649
774	9.391523623
775	9.389652707
776	9.385220087
777	9.383423699
778	9.381620804
779	9.379534874
780	9.374072972
781	9.36640227
782	9.348205814
783	9.347252902
784	9.345427468
785	9.339736763
786	9.338744003
787	9.336084005
788	9.331896682
789	9.322198012
790	9.309711981
791	9.302892788
792	9.298465002
793	9.289487237
794	9.279304636
795	9.270158052
796	9.2665159
797	9.249502618
798	9.238632583
799	9.23095679
800	9.229327486
801	9.22748927
802	9.222805145
803	9.221214441
804	9.207620983
805	9.200139603
806	9.191317379
807	9.179918724
808	9.173165831
809	9.168078452
810	9.164954653
811	9.159812488
812	9.158070037
813	9.150206913
814	9.142879384
815	9.141714805
816	9.134339682
817	9.129322448
818	9.128395238
819	9.121939253
820	9.113402712
821	9.108037368
822	9.09561657
823	9.08488206
824	9.078077351
825	9.070814234
826	9.062142995
827	9.052789615
828	9.043246846
829	9.032305962
830	9.027724595
831	9.025726682
832	9.023934718
833	9.021491244
834	9.016148169
835	9.0082159
836	9.004949614
837	9.003167309
838	8.996310766
839	8.994618387
840	8.989503494
841	8.978422109
842	8.972853306
843	8.964816631
844	8.963869017
845	8.952466103
846	8.946757682
847	8.940836823
848	8.931700716
849	8.919879749
850	8.914100137
851	8.912429288
852	8.893238883
853	8.886235668
854	8.88345444
855	8.869469261
856	8.861932877
857	8.855721176
858	8.84467031
859	8.843090734
860	8.835043093
861	8.833788208
862	8.824421031
863	8.816768248
864	8.812052201
865	8.808274497
866	8.802036989
867	8.797113841
868	8.795157427
869	8.793432724
870	8.790237739
871	8.787069268
872	8.782853368
873	8.774920957
874	8.773240982
875	8.764975624
876	8.764027206
877	8.748903091
878	8.738331193
879	8.735544208
880	8.732812087
881	8.723293646
882	8.70598588
883	8.703747685
884	8.691843144
885	8.683992443
886	8.678638355
887	8.676914141
888	8.664100667
889	8.657658328
890	8.652302874
891	8.645320326
892	8.636504952
893	8.62280796
894	8.616658016
895	8.614361011
896	8.604635659
897	8.600072346
898	8.598584079
899	8.595203462
900	8.585634433
901	8.58178178
902	8.573259409
903	8.570992298
904	8.570047441
905	8.563030087
906	8.549650771
907	8.540562282
908	8.539512744
909	8.531757766
910	8.527166351
911	8.52056424
912	8.51509388
913	8.513959446
914	8.513137771
915	8.507210636
916	8.505200074
917	8.501047975
918	8.494837898
919	8.487493577
920	8.476659992
921	8.472157836
922	8.469579528
923	8.465370153
924	8.459289029
925	8.452352538
926	8.444110046
927	8.430506968
928	8.425384843
929	8.422252321
930	8.421019127
931	8.418021842
932	8.415672112
933	8.40693348
934	8.398025578
935	8.388009828
936	8.386278408
937	8.382756865
938	8.38123553
939	8.374067275
940	8.361103072
941	8.356218053
942	8.351448538
943	8.335366362
944	8.332338112
945	8.326818112
946	8.322513072
947	8.316500583
948	8.313994079
949	8.311257506
950	8.306032885
951	8.297906348
952	8.296707044
953	8.290326617
954	8.288783378
955	8.281950676
956	8.276206474
957	8.266624495
958	8.264965039
959	8.263534174
960	8.26182977
961	8.257605241
962	8.252323841
963	8.251582221
964	8.246970255
965	8.236354203
966	8.232456299
967	8.220452989
968	8.214305642
969	8.204834725
970	8.201369309
971	8.196958607
972	8.188699272
973	8.187539499
974	8.17893242
975	8.17319007
976	8.163445399
977	8.157399963
978	8.148831541
979	8.137908076
980	8.133276549
981	8.116935078
982	8.111867489
983	8.109370059
984	8.103152709
985	8.092952381
986	8.083206008
987	8.075556424
988	8.06794679
989	8.064261744
990	8.052849585
991	8.047806682
992	8.04609618
993	8.045261446
994	8.043789671
995	8.036130048
996	8.030354563
997	8.029275794
998	8.023235158
999	8.021251099
01521
