iter	Passed	Remaining
150	580	3263
151	583	3257
152	587	3251
153	592	3253
154	593	3236
155	596	3224
156	598	3215
157	602	3208
158	606	3206
159	610	3203
160	612	3191
161	615	3183
162	617	3170
163	621	3166
164	626	3171
165	630	3167
166	633	3157
167	635	3148
168	637	3133
169	640	3124
170	642	3116
171	645	3108
172	649	3105
173	652	3095
174	654	3086
175	659	3085
176	662	3082
177	664	3066
178	666	3056
179	668	3047
180	672	3044
181	674	3032
182	676	3020
183	678	3011
184	683	3010
185	687	3007
186	692	3009
187	696	3006
188	698	2995
189	702	2996
190	705	2986
191	706	2974
192	708	2963
193	710	2950
194	713	2943
195	715	2935
196	716	2918
197	719	2913
198	721	2902
199	724	2898
200	726	2889
201	729	2882
202	731	2872
203	734	2865
204	737	2858
205	740	2855
206	743	2848
207	746	2843
208	748	2833
209	752	2830
210	754	2819
211	756	2811
212	758	2802
213	759	2790
214	762	2783
215	765	2777
216	767	2767
217	768	2758
218	771	2751
219	775	2748
220	775	2733
221	778	2727
222	781	2721
223	784	2717
224	786	2707
225	792	2712
226	795	2710
227	797	2701
228	800	2694
229	803	2688
230	806	2683
231	808	2677
232	811	2671
233	815	2670
234	820	2670
235	822	2663
236	825	2656
237	827	2648
238	831	2647
239	836	2647
240	840	2645
241	842	2639
242	846	2638
243	849	2633
244	852	2628
245	856	2626
246	860	2621
247	862	2614
248	865	2609
249	868	2606
250	871	2599
251	876	2601
252	879	2596
253	880	2586
254	884	2584
255	888	2581
256	890	2575
257	894	2572
258	896	2566
259	900	2562
260	902	2556
261	905	2551
262	910	2551
263	914	2549
264	917	2544
265	921	2541
266	924	2539
267	929	2538
268	933	2535
269	937	2534
270	939	2528
271	943	2524
272	948	2524
273	949	2516
274	950	2507
275	954	2502
276	958	2500
277	960	2495
278	964	2491
279	968	2489
280	971	2485
281	974	2480
282	977	2477
283	980	2472
284	984	2469
285	987	2464
286	990	2461
287	992	2454
288	994	2447
289	996	2440
290	1001	2439
291	1004	2435
292	1006	2427
293	1008	2420
294	1009	2413
295	1013	2411
296	1016	2406
297	1019	2401
298	1023	2399
299	1026	2394
300	1028	2389
301	1033	2387
302	1035	2382
303	1038	2378
304	1042	2374
305	1046	2373
306	1049	2369
307	1053	2366
308	1056	2362
309	1059	2358
310	1062	2353
311	1064	2347
312	1066	2340
313	1070	2339
314	1073	2334
315	1076	2330
316	1081	2329
317	1084	2325
318	1088	2322
319	1092	2320
320	1097	2321
321	1101	2318
322	1103	2311
323	1105	2306
324	1109	2303
325	1112	2300
326	1115	2294
327	1119	2292
328	1122	2289
329	1126	2286
330	1129	2282
331	1131	2275
332	1133	2270
333	1137	2267
334	1140	2263
335	1142	2258
336	1146	2256
337	1149	2251
338	1152	2246
339	1154	2241
340	1157	2237
341	1160	2231
342	1162	2226
343	1164	2221
344	1167	2216
345	1170	2211
346	1174	2209
347	1178	2207
348	1180	2201
349	1183	2198
350	1187	2194
351	1191	2193
352	1194	2189
353	1197	2184
354	1198	2178
355	1200	2171
356	1202	2165
357	1204	2159
358	1206	2154
359	1208	2149
360	1210	2142
361	1212	2137
362	1216	2134
363	1220	2131
364	1225	2131
365	1227	2126
366	1231	2123
367	1233	2119
368	1235	2112
369	1239	2109
370	1241	2105
371	1245	2101
372	1246	2094
373	1249	2091
374	1252	2087
375	1258	2087
376	1260	2083
377	1263	2079
378	1265	2073
379	1268	2070
380	1272	2067
381	1275	2063
382	1278	2059
383	1280	2054
384	1282	2048
385	1286	2045
386	1288	2041
387	1290	2036
388	1294	2033
389	1297	2028
390	1299	2024
391	1302	2020
392	1304	2015
393	1307	2010
394	1310	2007
395	1313	2003
396	1315	1998
397	1318	1994
398	1321	1990
399	1324	1987
400	1328	1984
401	1331	1980
402	1333	1976
403	1335	1970
404	1338	1966
405	1340	1961
406	1344	1959
407	1347	1954
408	1349	1950
409	1354	1948
410	1357	1945
411	1361	1943
412	1363	1938
413	1366	1934
414	1369	1929
415	1372	1926
416	1375	1922
417	1376	1917
418	1380	1913
419	1383	1911
420	1388	1909
421	1391	1906
422	1394	1902
423	1396	1897
424	1400	1894
425	1404	1892
426	1406	1887
427	1410	1885
428	1413	1881
429	1416	1877
430	1420	1875
431	1422	1870
432	1426	1867
433	1431	1866
434	1436	1865
435	1439	1861
436	1442	1858
437	1446	1855
438	1449	1852
439	1454	1850
440	1456	1846
441	1459	1842
442	1461	1837
443	1464	1834
444	1469	1832
445	1473	1830
446	1475	1825
447	1477	1820
448	1481	1818
449	1483	1813
450	1486	1809
451	1489	1805
452	1493	1803
453	1496	1799
454	1496	1793
455	1500	1790
456	1502	1784
457	1506	1782
458	1508	1778
459	1510	1773
460	1515	1771
461	1518	1768
462	1522	1765
463	1526	1762
464	1530	1760
465	1533	1757
466	1536	1753
467	1539	1749
468	1541	1745
469	1543	1740
470	1545	1736
471	1549	1733
472	1553	1731
473	1556	1727
474	1559	1723
475	1563	1721
476	1566	1717
477	1571	1716
478	1576	1714
479	1579	1711
480	1583	1708
481	1586	1704
482	1588	1699
483	1591	1696
484	1592	1691
485	1596	1688
486	1599	1685
487	1602	1680
488	1605	1677
489	1607	1672
490	1610	1669
491	1612	1665
492	1617	1662
493	1621	1660
494	1624	1657
495	1628	1655
496	1631	1651
497	1634	1647
498	1637	1643
499	1639	1639
500	1642	1635
501	1645	1632
502	1649	1629
503	1651	1625
504	1654	1621
505	1656	1616
506	1659	1613
507	1663	1610
508	1665	1607
509	1668	1602
510	1670	1598
511	1674	1595
512	1676	1591
513	1680	1588
514	1683	1585
515	1685	1581
516	1689	1578
517	1693	1575
518	1696	1572
519	1698	1567
520	1701	1564
521	1704	1561
522	1706	1556
523	1708	1551
524	1713	1550
525	1716	1546
526	1720	1544
527	1724	1541
528	1726	1536
529	1727	1532
530	1730	1528
531	1733	1524
532	1737	1522
533	1740	1519
534	1744	1515
535	1748	1513
536	1751	1509
537	1755	1507
538	1756	1502
539	1759	1499
540	1764	1496
541	1766	1492
542	1769	1488
543	1772	1486
544	1774	1481
545	1777	1478
546	1780	1474
547	1785	1472
548	1787	1468
549	1790	1464
550	1793	1461
551	1796	1457
552	1798	1453
553	1800	1449
554	1803	1445
555	1804	1441
556	1808	1438
557	1810	1434
558	1812	1429
559	1815	1426
560	1820	1424
561	1823	1421
562	1826	1418
563	1831	1415
564	1834	1412
565	1837	1408
566	1840	1405
567	1841	1400
568	1844	1397
569	1846	1392
570	1849	1389
571	1853	1387
572	1856	1383
573	1860	1380
574	1863	1377
575	1864	1372
576	1867	1369
577	1869	1364
578	1871	1360
579	1876	1358
580	1879	1355
581	1883	1352
582	1887	1349
583	1890	1346
584	1894	1343
585	1897	1340
586	1900	1336
587	1903	1333
588	1906	1330
589	1910	1327
590	1915	1325
591	1917	1321
592	1921	1318
593	1923	1314
594	1925	1310
595	1927	1306
596	1930	1303
597	1932	1299
598	1935	1295
599	1940	1293
600	1943	1290
601	1945	1286
602	1947	1282
603	1949	1278
604	1954	1275
605	1958	1273
606	1961	1269
607	1964	1266
608	1967	1263
609	1972	1261
610	1975	1257
611	1978	1254
612	1983	1252
613	1988	1250
614	1992	1247
615	1995	1243
616	2002	1242
617	2003	1238
618	2007	1235
619	2010	1232
620	2014	1229
621	2016	1225
622	2021	1223
623	2026	1220
624	2030	1218
625	2032	1214
626	2035	1211
627	2037	1206
628	2041	1203
629	2046	1201
630	2049	1198
631	2052	1195
632	2060	1194
633	2065	1192
634	2072	1191
635	2075	1187
636	2080	1185
637	2089	1185
638	2093	1182
639	2097	1179
640	2103	1178
641	2108	1175
642	2114	1173
643	2115	1169
644	2117	1165
645	2122	1163
646	2129	1161
647	2132	1158
648	2136	1155
649	2140	1152
650	2143	1149
651	2145	1145
652	2146	1140
653	2150	1137
654	2153	1134
655	2155	1130
656	2157	1126
657	2160	1122
658	2161	1118
659	2165	1115
660	2169	1112
661	2174	1110
662	2178	1107
663	2181	1103
664	2183	1100
665	2187	1096
666	2189	1093
667	2193	1090
668	2195	1086
669	2198	1082
670	2202	1079
671	2204	1076
672	2207	1072
673	2210	1069
674	2215	1066
675	2219	1063
676	2223	1061
677	2225	1057
678	2228	1053
679	2231	1050
680	2234	1046
681	2237	1043
682	2239	1039
683	2244	1036
684	2246	1032
685	2249	1029
686	2250	1025
687	2253	1021
688	2256	1018
689	2257	1014
690	2263	1012
691	2265	1008
692	2269	1005
693	2273	1002
694	2276	999
695	2279	995
696	2283	992
697	2286	989
698	2290	986
699	2292	982
700	2298	980
701	2303	977
702	2310	975
703	2311	972
704	2315	968
705	2319	966
706	2324	963
707	2328	960
708	2333	957
709	2338	955
710	2341	951
711	2343	947
712	2344	943
713	2347	940
714	2350	936
715	2353	933
716	2355	929
717	2360	927
718	2365	924
719	2372	922
720	2375	919
721	2381	916
722	2384	913
723	2387	910
724	2390	906
725	2393	903
726	2396	899
727	2400	896
728	2402	893
729	2405	889
730	2407	885
731	2409	882
732	2411	878
733	2415	875
734	2419	872
735	2421	868
736	2426	865
737	2430	862
738	2433	859
739	2438	856
740	2440	853
741	2446	850
742	2450	847
743	2453	844
744	2456	840
745	2459	837
746	2462	833
747	2464	830
748	2468	827
749	2470	823
750	2472	819
751	2476	816
752	2479	813
753	2487	811
754	2490	808
755	2494	804
756	2496	801
757	2500	798
758	2503	794
759	2506	791
760	2508	787
761	2511	784
762	2514	781
763	2518	778
764	2523	775
765	2527	771
766	2531	768
767	2534	765
768	2537	762
769	2542	759
770	2544	755
771	2548	752
772	2551	749
773	2555	746
774	2559	743
775	2562	739
776	2565	736
777	2568	732
778	2571	729
779	2574	726
780	2576	722
781	2580	719
782	2582	715
783	2586	712
784	2589	709
785	2592	705
786	2596	702
787	2599	699
788	2602	695
789	2604	692
790	2607	688
791	2611	685
792	2616	682
793	2618	679
794	2622	676
795	2625	672
796	2630	669
797	2632	666
798	2634	662
799	2638	659
800	2640	656
801	2643	652
802	2647	649
803	2649	646
804	2653	642
805	2656	639
806	2658	635
807	2660	632
808	2664	629
809	2667	625
810	2671	622
811	2673	618
812	2676	615
813	2679	612
814	2683	609
815	2687	605
816	2691	602
817	2695	599
818	2698	596
819	2702	593
820	2705	589
821	2712	587
822	2715	584
823	2718	580
824	2723	577
825	2725	574
826	2728	570
827	2731	567
828	2733	563
829	2738	560
830	2743	557
831	2745	554
832	2748	551
833	2751	547
834	2754	544
835	2759	541
836	2764	538
837	2768	535
838	2770	531
839	2775	528
840	2777	525
841	2779	521
842	2782	518
843	2785	514
844	2790	511
845	2793	508
846	2796	505
847	2800	501
848	2803	498
849	2807	495
850	2811	492
851	2813	488
852	2816	485
853	2821	482
854	2824	478
855	2830	476
856	2834	472
857	2837	469
858	2838	466
859	2842	462
860	2845	459
861	2850	456
862	2853	452
863	2855	449
864	2859	446
865	2862	442
866	2866	439
867	2871	436
868	2874	433
869	2880	430
870	2883	427
871	2888	423
872	2891	420
873	2894	417
874	2899	414
875	2902	410
876	2905	407
877	2907	404
878	2911	400
879	2915	397
880	2919	394
881	2922	390
882	2927	387
883	2931	384
884	2934	381
885	2940	378
886	2943	374
887	2946	371
888	2949	368
889	2954	365
890	2957	361
891	2960	358
892	2963	355
893	2967	351
894	2971	348
895	2975	345
896	2978	341
897	2981	338
898	2984	335
899	2987	331
900	2991	328
901	2994	325
902	2996	321
903	2999	318
904	3004	315
905	3007	312
906	3009	308
907	3011	305
908	3013	301
909	3016	298
910	3021	295
911	3025	291
912	3028	288
913	3032	285
914	3035	281
915	3037	278
916	3040	275
917	3044	271
918	3049	268
919	3054	265
920	3059	262
921	3061	258
922	3068	255
923	3071	252
924	3072	249
925	3075	245
926	3077	242
927	3080	238
928	3083	235
929	3086	232
930	3089	228
931	3093	225
932	3100	222
933	3107	219
934	3119	216
935	3121	213
936	3125	210
937	3129	206
938	3132	203
939	3135	200
940	3137	196
941	3139	193
942	3141	189
943	3144	186
944	3146	183
945	3147	179
946	3148	176
947	3149	172
948	3152	169
949	3153	165
950	3155	162
951	3156	159
952	3157	155
953	3158	152
954	3159	148
955	3160	145
956	3161	142
957	3162	138
958	3163	135
959	3164	131
960	3165	128
961	3166	125
962	3167	121
963	3168	118
964	3169	114
965	3170	111
966	3171	108
967	3172	104
968	3173	101
969	3174	98
970	3176	94
971	3177	91
972	3178	88
973	3179	84
974	3180	81
975	3181	78
976	3182	74
977	3182	71
978	3183	68
979	3184	64
980	3185	61
981	3186	58
982	3187	55
983	3188	51
984	3189	48
985	3190	45
986	3190	42
987	3191	38
988	3192	35
989	3193	32
990	3194	29
991	3195	25
992	3196	22
993	3196	19
994	3197	16
995	3198	12
996	3199	9
997	3200	6
998	3201	3
999	3202	0
