iter	Passed	Remaining
875	4999	707
876	5003	701
877	5009	696
878	5019	690
879	5029	685
880	5039	680
881	5044	674
882	5046	668
883	5058	663
884	5060	657
885	5062	651
886	5063	645
887	5075	640
888	5087	635
889	5090	629
890	5092	623
891	5094	616
892	5098	610
893	5106	605
894	5108	599
895	5116	593
896	5121	588
897	5126	582
898	5132	576
899	5134	570
900	5140	564
901	5149	559
902	5151	553
903	5155	547
904	5162	541
905	5167	536
906	5169	530
907	5174	524
908	5179	518
909	5182	512
910	5186	506
911	5188	500
912	5191	494
913	5196	488
914	5200	483
915	5206	477
916	5208	471
917	5211	465
918	5213	459
919	5215	453
920	5217	447
921	5220	441
922	5226	436
923	5229	430
924	5231	424
925	5232	418
926	5238	412
927	5240	406
928	5248	401
929	5250	395
930	5253	389
931	5255	383
932	5257	377
933	5259	371
934	5262	365
935	5263	359
936	5266	354
937	5270	348
938	5271	342
939	5274	336
940	5277	330
941	5281	325
942	5284	319
943	5286	313
944	5289	307
945	5291	302
946	5293	296
947	5295	290
948	5298	284
949	5299	278
950	5301	273
951	5303	267
952	5305	261
953	5307	255
954	5310	250
955	5312	244
956	5315	238
957	5316	233
958	5318	227
959	5320	221
960	5321	215
961	5323	210
962	5325	204
963	5326	198
964	5328	193
965	5331	187
966	5333	181
967	5334	176
968	5336	170
969	5338	165
970	5340	159
971	5342	153
972	5344	148
973	5345	142
974	5347	137
975	5349	131
976	5351	125
977	5353	120
978	5355	114
979	5357	109
980	5359	103
981	5361	98
982	5362	92
983	5364	87
984	5366	81
985	5367	76
986	5369	70
987	5371	65
988	5372	59
989	5374	54
990	5376	48
991	5377	43
992	5379	37
993	5381	32
994	5382	27
995	5384	21
996	5386	16
997	5388	10
998	5390	5
999	5392	0
40	5
999	5342	0
99	5316	0
