iter	Logloss
0	0.6735396054
1	0.6551170212
2	0.6395530677
3	0.6209468611
4	0.6029211513
5	0.5866064327
6	0.5688815621
7	0.553738766
88	0.5419680196
9	0.5272842104
10	0.5118924249
11	0.4989866789
12	0.4880803064
13	0.4762720807
14	0.4634534934
15	0.4514128462
16	0.4380394137
17	0.4247257309
18	0.415229087
19	0.4044202861
20	0.39224122321	0.383794601
22	0.3744573799
23	0.3656645172
24	0.3556288897
25	0.3462564282
26	0.3370251047
27	0.3271295797
28	0.3175807546
29	0.309031015
30	0.3010398734
31	0.2944339913
32	0.2873137444
33	0.2793517934
34	0.2716232024
35	0.2652590347
36	0.2600716492
37	0.2533368454
3838	0.2466937628
39	0.2410810555
40	0.2351106789
41	0.2307168451
42	0.224703743	43	0.2202461544	44	0.2148515945	45	0.2104179337
46	0.2057964125
47	0.201348048	048	0.1969440482
49	0.1923348866
50	0.188710311
51	0.1852537713
52	0.1814053911
53	0.17834401
54	0.17456967055	0.1680246968
56	0.1637313088
57	0.1600854817
58	0.1565128621
59	0.1532549495
60	0.1505773506
61	0.1474274129
62	0.1440955777
63	0.1410109825
64	0.1381677714
65	0.1352313216
66	0.1326050858
67	0.1300256511
68	0.1282141062
69	0.1256615377
70	0.1236404651
71	0.1214195553
72	0.1189561926
73	0.1170173389
74	0.1146665048
75	0.1127213411
76	0.1104907862
77	0.1086424823
78	0.1066007012
79	0.1047030877
80	0.1023535677
81	0.1002637426
82	0.09804294374
83	0.0965828169
84	0.09497432169
85	0.09303986997
86	0.09149616073
87	0.09006973312
88	0.08869721917
89	0.08719445746
90	0.0858716079
91	0.08465448432
92	0.0833773424
93	0.08205368428
94	0.08064836886
95	0.07946529808
96	0.07836770903
97	0.07703105312
98	0.07561617069
99	0.07444875297
100	0.07342396813
101	0.07218808117
102	0.07103176524
103	0.06989646709
104	0.06859839375
105	0.06741414403
106	0.06643456146
107	0.06535520439
108	0.06424563299
109	0.0634550856
110	0.06237702491
111	0.06170592788
112	0.06088746663
113	0.05975678506
114	0.05907056122
115	0.05813294038
116	0.05748329017
117	0.0566038273
118	0.05559742994
119	0.05475713051
120	0.05398509236
121	0.05346749791
122	0.05316657308
123	0.05250202701
124	0.05197561324
125	0.05126239188
126	0.05056668053
127	0.05007380145
128	0.04947508867
129	0.04883389909
130	0.04827216338
131	0.04771881379
132	0.04711460523
133	0.04655534623
134	0.04596385755
135	0.04534092807
136	0.04475049712
137	0.04401297449
138	0.04333960992
139	0.042785379
140	0.0422457697
141	0.04172897208
142	0.04129745909
143	0.0406401237
144	0.04008276369
145	0.03955336389
146	0.03902416665
147	0.03880251277
148	0.0383641594
149	0.03786815058
150	0.03740305124
151	0.03702775658
152	0.03667800351
153	0.0363047716
154	0.03590124213
155	0.03541012716
156	0.03514222643
157	0.0348096765
158	0.0342957924
159	0.03387144024
160	0.03352854656
161	0.03314133532
162	0.03273838787
163	0.03241817459
164	0.03215175754
165	0.03176977523
166	0.03137778346
167	0.03102672059
168	0.03077061924
169	0.03051642455
170	0.03020577121
171	0.02986714634
172	0.02955974616
173	0.02929378838
174	0.02889522103
175	0.02860597087
176	0.02825892946
177	0.02811305667
178	0.02787234483
179	0.02761916599
180	0.02733192325
181	0.0270276736
182	0.02683326218
183	0.02658002025
184	0.02630228634
185	0.02611343252
186	0.02589902138
187	0.0257061648
188	0.02545622011
189	0.02521275815
190	0.02497893824
191	0.02471981034
192	0.02441009738
193	0.02422294807
194	0.02398844115
195	0.02378501899
196	0.02349322434
197	0.02324383724
198	0.02298863741
199	0.02273689409
200	0.02252419049
201	0.02238144755
202	0.02215935273
203	0.02201595374
204	0.02183316509
205	0.02160089695
206	0.02134915105
207	0.02119164177
208	0.02102862389
209	0.02084267493
210	0.02066456225
211	0.02058075601
212	0.02045541588
213	0.02027401538
214	0.02013319122
215	0.02002824113
216	0.01985649411
217	0.01967970156
218	0.01946064636
219	0.01927957982
220	0.01916297256
221	0.01905610981
222	0.01889896458
223	0.01873137973
224	0.01859059281
225	0.01848377191
226	0.0183731295
227	0.01821266105
228	0.01812295755
229	0.0180231282
230	0.01788026813
231	0.0178094584
